,OBS,YEAR,MONTH,U.S._STATE,POSTAL.CODE,NERC.REGION,CLIMATE.REGION,ANOMALY.LEVEL,CLIMATE.CATEGORY,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,HURRICANE.NAMES,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,RES.PRICE,COM.PRICE,IND.PRICE,TOTAL.PRICE,RES.SALES,COM.SALES,IND.SALES,TOTAL.SALES,RES.PERCEN,COM.PERCEN,IND.PERCEN,RES.CUSTOMERS,COM.CUSTOMERS,IND.CUSTOMERS,TOTAL.CUSTOMERS,RES.CUST.PCT,COM.CUST.PCT,IND.CUST.PCT,PC.REALGSP.STATE,PC.REALGSP.USA,PC.REALGSP.REL,PC.REALGSP.CHANGE,UTIL.REALGSP,TOTAL.REALGSP,UTIL.CONTRI,PI.UTIL.OFUSA,POPULATION,POPPCT_URBAN,POPPCT_UC,POPDEN_URBAN,POPDEN_UC,POPDEN_RURAL,AREAPCT_URBAN,AREAPCT_UC,PCT_LAND,PCT_WATER_TOT,PCT_WATER_INLAND,OUTAGE.START,OUTAGE.RESTORATION
57,52,2005,11,Wisconsin,WI,RFC,East North Central,-0.5,cold,severe weather,thunderstorm,,3000,10,48000,9.83,7.71,5.39,7.5,1650676,1739443,2008345,5398464,30.5767714668469,32.2210725124776,37.2021560206755,2526303,311844,7145,2845292,88.78888353111034,10.959999887533511,0.25111658135614906,45266,48090,0.941276772717821,1.5,4656,251054,1.85458108614083,2.1,5546166,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2005-11-12 16:00:00,2005-11-14 18:00:00
58,53,2013,8,Wisconsin,WI,MRO,East North Central,-0.3,normal,severe weather,,,32,15,7000,14.27,11.34,7.92,11.1,1976342,2183235,2131435,6291012,31.4153271365561,34.7040348993135,33.8806379641304,2619676,341657,4725,2966058,88.3218062492372,11.518891404011654,0.1593023467511424,45811,48396,0.946586494751632,0.4,5022,263089,1.9088597394798,2.1,5743653,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2013-08-29 14:57:00,2013-08-29 15:29:00
59,54,2014,1,Wisconsin,WI,RFC,East North Central,-0.5,cold,fuel supply emergency, Coal,,108653,,,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-01-24 00:00:00,2014-04-09 11:53:00
60,55,2014,4,Wisconsin,WI,MRO,East North Central,-0.2,normal,fuel supply emergency, Coal,,8468,,,13.52,10.69,7.38,10.39,1622026,1844599,1864263,5330888,30.4269382511882,34.6020963111587,34.9709654376532,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-04-03 14:45:00,2014-04-09 11:53:00
61,56,2003,7,Wisconsin,WI,RFC,East North Central,0.1,normal,severe weather,thunderstorm,,960,150,52000,8.9,7.2,5.05,6.96,2037308,1857203,2294260,6188772,32.919422463778,30.0092328494247,37.0713285285029,2446109,301434,5704,2753247,88.8445170375197,10.948309396142083,0.20717356633821812,43553,45858,0.949736142003576,2.4,4616,238635,1.93433486286588,1.9,5479203,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2003-07-04 06:00:00,2003-07-04 22:00:00
62,57,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,intentional attack,vandalism,,44,,,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-01-29 16:00:00,2014-01-29 16:44:00
63,58,2016,1,Wisconsin,WI,MRO,East North Central,2.2,warm,intentional attack,sabotage,,1605,0,0,13.77,10.71,7.5,10.79,2167342,2011093,1904765,6083211,35.6282561956177,33.0597278312391,31.311835147589,2662284,349324,5537,3017146,88.23848763036327,11.577961424472,0.1835178012598661,48063,50660,0.948736675878405,1.4,4900,277464,1.76599486780267,1.9,5772917,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2016-01-04 05:15:00,2016-01-05 08:00:00
64,59,2005,9,Wisconsin,WI,RFC,East North Central,0,normal,severe weather,storm,,4410,600,110000,9.97,7.99,5.57,7.69,1789121,1958936,2218494,5966551,29.9858494463552,32.8319660721915,37.1821844814534,2526303,311844,7145,2845292,88.78888353111034,10.959999887533511,0.25111658135614906,45266,48090,0.941276772717821,1.5,4656,251054,1.85458108614083,2.1,5546166,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2005-09-13 18:30:00,2005-09-16 20:00:00
65,60,2010,8,Wisconsin,WI,MRO,East North Central,-1.2,cold,public appeal,,,388,30,7600,12.95,10.19,7.18,10.17,2315414,2228648,2172944,6717006,34.4709235037158,33.1791872748067,32.3498892214775,2594698,338406,4496,2937600,88.32713779956427,11.519812091503267,0.15305010893246188,44296,47287,0.936747943409394,2.2,5026,252013,1.99434156174483,2.1,5690204,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2010-08-12 15:42:00,2010-08-12 22:10:00
66,61,2010,10,Wisconsin,WI,MRO,East North Central,-1.5,cold,severe weather,heavy wind,,480,,63000,12.88,9.9,6.84,9.63,1536357,1850563,1965117,5352037,28.7060235196431,34.57679758193,36.7171788984269,2594698,338406,4496,2937600,88.32713779956427,11.519812091503267,0.15305010893246188,44296,47287,0.936747943409394,2.2,5026,252013,1.99434156174483,2.1,5690204,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2010-10-27 04:00:00,2010-10-27 12:00:00
67,62,2003,4,Wisconsin,WI,MRO,East North Central,0,normal,intentional attack,vandalism,,1219,0,0,8.79,7.15,4.73,6.65,1491193,1504236,2060297,5055727,29.4951250334522,29.7531096912472,40.7517454957516,2446109,301434,5704,2753247,88.8445170375197,10.948309396142083,0.20717356633821812,43553,45858,0.949736142003576,2.4,4616,238635,1.93433486286588,1.9,5479203,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2003-04-28 15:41:00,2003-04-29 12:00:00
68,63,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,intentional attack,vandalism,,90,,,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-01-24 15:30:00,2014-01-24 17:00:00
69,64,2014,3,Wisconsin,WI,MRO,East North Central,-0.4,normal,fuel supply emergency, Coal,,18660,,,13.09,10.4,7.3,10.26,1935055,2011644,1945608,5892307,32.8403628663612,34.1401763350077,33.0194607986312,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-03-04 09:06:00,2014-03-17 09:06:00
70,65,2014,6,Wisconsin,WI,MRO,East North Central,0,normal,severe weather,thunderstorm,,538,424,120000,14.38,11.31,7.81,10.98,1706907,2012702,2037837,5757447,29.6469424729398,34.9582375660601,35.3948025921906,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-06-30 17:55:00,2014-07-01 02:53:00
71,66,2013,8,Wisconsin,WI,MRO,East North Central,-0.3,normal,fuel supply emergency, Natural Gas,,104,,,14.27,11.34,7.92,11.1,1976342,2183235,2131435,6291012,31.4153271365561,34.7040348993135,33.8806379641304,2619676,341657,4725,2966058,88.3218062492372,11.518891404011654,0.1593023467511424,45811,48396,0.946586494751632,0.4,5022,263089,1.9088597394798,2.1,5743653,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2013-08-07 07:30:00,2013-08-07 09:14:00
72,67,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,intentional attack,vandalism,,60,,,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-01-22 13:55:00,2014-01-22 14:55:00
73,68,2013,8,Wisconsin,WI,MRO,East North Central,-0.3,normal,severe weather,thunderstorm,,1272,220,51160,14.27,11.34,7.92,11.1,1976342,2183235,2131435,6291012,31.4153271365561,34.7040348993135,33.8806379641304,2619676,341657,4725,2966058,88.3218062492372,11.518891404011654,0.1593023467511424,45811,48396,0.946586494751632,0.4,5022,263089,1.9088597394798,2.1,5743653,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2013-08-07 00:15:00,2013-08-07 21:27:00
74,69,2014,1,Wisconsin,WI,MRO,East North Central,-0.5,cold,intentional attack,vandalism,,60,,,12.86,10.24,7.16,10.28,2393637,2089309,1959985,6442931,37.1513679100397,32.4279276000317,30.4207044899286,2631430,345907,5465,2982802,88.22006958557759,11.596713425832489,0.18321698858992316,46676,49091,0.95080564665621,1.9,4680,268742,1.74144718726511,1.9,5759432,70.15,14.35,2123.3,1671.5,32.5,3.47,0.9,82.6890191767436,17.312507634054,3.0490411628191,2014-01-25 10:00:00,2014-01-25 11:00:00
75,70,2015,3,West Virginia,WV,RFC,Central,0.6,warm,intentional attack,vandalism,,1,24,,9.62,8.71,5.98,8.02,1124689,603337,1094142,2822167,39.8519648199416,21.3785009887792,38.7695696250434,861334,141681,11949,1014964,84.86350254787361,13.959214316960997,1.1772831351653852,36486,49844,0.732003852018297,0.4,1841,66661,2.76173474745353,0.7,1844128,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.2075938918696,0.792406108130417,0.792406108130417,2015-03-22 16:25:00,2015-03-22 16:26:00
76,71,2014,6,West Virginia,WV,RFC,Central,0,normal,severe weather,thunderstorm,,1000,,66383,9.57,7.85,5.98,7.65,835700,699274,1042281,2577255,32.4259725948732,27.1325111407292,40.4415162643976,862869,140698,12146,1015713,84.9520484625086,13.85214130369504,1.1958102337963579,36337,49091,0.740196777413375,0.8,1891,67236,2.81248140876911,0.8,1848751,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.2075938918696,0.792406108130417,0.792406108130417,2014-06-10 21:50:00,2014-06-11 14:30:00
77,72,2012,10,West Virginia,WV,RFC,Central,0.3,normal,severe weather,hurricanes,Sandy,17339,,208000,10.18,8.7,6.26,8.1,751358,661754,1067754,2481277,30.2811012232814,26.6698961865201,43.0324385387041,865673,138687,12472,1016833,85.134235415255,13.639112814001905,1.2265534261771598,35479,48156,0.736751391311571,-1.6,1968,65859,2.98820206805448,0.8,1856283,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.2075938918696,0.792406108130417,0.792406108130417,2012-10-29 00:00:00,2012-11-09 23:59:00
78,73,2012,6,West Virginia,WV,RFC,Central,-0.1,normal,severe weather,thunderstorm,,9576,700,265000,9.92,8.01,6.28,8,810469,685683,910745,2407180,33.6688157927533,28.4849076512766,37.8345200608181,865673,138687,12472,1016833,85.134235415255,13.639112814001905,1.2265534261771598,35479,48156,0.736751391311571,-1.6,1968,65859,2.98820206805448,0.8,1856283,48.72,15.52,1409.9,1326.4,40.6,2.66,0.9,99.2075938918696,0.792406108130417,0.792406108130417,2012-06-29 18:24:00,2012-07-06 10:00:00
79,74,2011,5,Michigan,MI,RFC,East North Central,-0.4,normal,severe weather,,,3090,250,113000,13.37,10.6,7.39,10.36,2378750,3136896,2664590,8180730,29.0774784157404,38.3449398770036,32.5715431263469,4249136,521322,12961,4783420,88.83050202574726,10.89852030555544,0.2709567631527234,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2011-05-29 18:30:00,2011-05-31 22:00:00
80,75,2005,9,Michigan,MI,ECAR,East North Central,0,normal,severe weather,thunderstorm,,6510,366,53000,8.58,8.23,5.74,7.54,2953220,3352755,3005415,9311816,31.7147589686051,36.0053828383207,32.27528336041,4284083,509964,13390,4807438,89.11364015510964,10.607812310839995,0.27852673295006614,43081,48090,0.89584113121231,1.3,7957,433012,1.83759341542498,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2005-09-22 11:00:00,2005-09-26 23:30:00
81,76,2003,11,Michigan,MI,ECAR,East North Central,0.3,normal,severe weather,heavy wind,,5820,82,245000,8.24,7.55,4.48,6.52,2476750,2729655,3460495,8667198,28.576132678635,31.494088400888,39.9263406697297,4216573,483168,14224,4713966,89.44852381200883,10.249713298738259,0.3017416756930364,42768,45858,0.932618081905011,1.7,8288,429436,1.92997326726218,3.8,10041152,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2003-11-12 17:00:00,2003-11-16 18:00:00
82,77,2011,7,Michigan,MI,RFC,East North Central,-0.3,normal,public appeal,,,1078,8881,,13.93,10.5,7.67,11.04,4008491,4032132,2805315,10846247,36.9574010254423,37.175365820085,25.8643842427708,4249136,521322,12961,4783420,88.83050202574726,10.89852030555544,0.2709567631527234,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2011-07-21 12:32:00,2011-07-22 06:30:00
83,78,2016,2,Michigan,MI,RFC,East North Central,2,warm,severe weather,,,1513,,145314,14.88,10.59,6.69,10.88,2682579,2964636,2366049,8013690,33.4749534858473,36.9946429173078,29.5250876936842,4311008,538677,6191,4855877,88.77918448099076,11.093299933256134,0.12749499215074847,43330,50660,0.855309909198579,2.6,8303,430412,1.92908190292092,3.8,9933445,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2016-02-19 22:00:00,2016-02-20 23:13:00
84,79,2007,7,Michigan,MI,RFC,East North Central,-0.4,normal,severe weather,storm,,4830,,60000,10.46,8.76,6.66,8.76,3492883,3669540,2839318,10002112,34.9214545887908,36.6876515679888,28.3871846266069,4298455,518058,13227,4829741,88.99969998391218,10.726413693819193,0.27386561722460895,42036,49126,0.855677238122379,-0.9,8589,420411,2.04300077781029,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2007-07-19 15:00:00,2007-07-22 23:30:00
85,80,2003,8,Michigan,MI,ECAR,East North Central,0.2,normal,system operability disruption,,,3051,11000,2100000,8.7,7.49,5.31,7.18,3434085,3324140,3327539,10086037,34.0479119797003,32.9578406266009,32.9915406814391,4216573,483168,14224,4713966,89.44852381200883,10.249713298738259,0.3017416756930364,42768,45858,0.932618081905011,1.7,8288,429436,1.92997326726218,3.8,10041152,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2003-08-14 16:09:00,2003-08-16 19:00:00
86,81,2003,4,Michigan,MI,ECAR,East North Central,0,normal,severe weather,winter storm,,4200,300,425000,8.19,7.52,4.64,6.52,2318668,2654222,3477639,8450792,27.4372863513858,31.4079674425782,41.1516340716941,4216573,483168,14224,4713966,89.44852381200883,10.249713298738259,0.3017416756930364,42768,45858,0.932618081905011,1.7,8288,429436,1.92997326726218,3.8,10041152,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2003-04-03 19:00:00,2003-04-06 17:00:00
87,82,2011,5,Michigan,MI,RFC,East North Central,-0.4,normal,system operability disruption,,,2085,585,78213,13.37,10.6,7.39,10.36,2378750,3136896,2664590,8180730,29.0774784157404,38.3449398770036,32.5715431263469,4249136,521322,12961,4783420,88.83050202574726,10.89852030555544,0.2709567631527234,39953,47586,0.839595679401505,2.5,8716,394564,2.20902058981559,3.6,9876589,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2011-05-10 03:25:00,2011-05-11 14:10:00
88,83,2010,6,Michigan,MI,RFC,East North Central,-0.4,normal,severe weather,,,5730,,150000,12.91,10.29,7.3,10.25,2982067,3176045,2749008,8907617,33.4777191251038,35.6553834768603,30.8613179035426,4245158,520233,12827,4778219,88.84393955153584,10.88759221793727,0.26844730222704316,38985,47287,0.824433776725104,5.4,8524,385039,2.21380171878693,3.7,9877369,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2010-06-18 20:00:00,2010-06-22 19:30:00
89,84,2014,4,Michigan,MI,RFC,East North Central,-0.2,normal,severe weather,,,4290,,164000,14.59,10.91,7.37,10.84,2355971,2843318,2600083,7799973,30.2048609655444,36.4529210549831,33.3345128245957,4273126,522422,13289,4808839,88.85982666502247,10.863786456564672,0.2763452883325892,41695,49091,0.849341019738852,1.4,8205,413188,1.98577887063516,3.7,9916306,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2014-04-12 20:00:00,2014-04-15 19:30:00
90,85,2012,3,Michigan,MI,RFC,East North Central,-0.4,normal,severe weather,winter storm,,2670,50,140000,13.63,10.7,7.34,10.56,2608727,3016955,2611453,8237896,31.6673941987129,36.6228828331894,31.7004851724275,4250620,521091,13074,4784786,88.83615693575429,10.89058110435869,0.27324106031074324,40537,48156,0.8417850319794,1.5,8323,400697,2.07713059992962,3.6,9886879,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2012-03-02 21:00:00,2012-03-04 17:30:00
91,86,2009,4,Michigan,MI,RFC,East North Central,-0.1,normal,severe weather,winter storm,,3540,75,70793,10.67,8.46,6.54,8.6,2393748,2849257,2201667,7445186,32.151621195226,38.2697893645639,29.5716856502981,4253786,520551,13065,4787403,88.8537271669003,10.873348243296,0.27290370165202305,37004,46680,0.792716366752356,-7.7,7769,366401,2.12035447501508,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2009-04-06 01:00:00,2009-04-08 12:00:00
92,87,2007,12,Michigan,MI,RFC,East North Central,-1.3,cold,severe weather,winter storm,,3637,50,134288,10.03,8.64,6.01,8.38,3223427,3191482,2586269,9001598,35.809497380354,35.4546159470796,28.7312208343452,4298455,518058,13227,4829741,88.99969998391218,10.726413693819193,0.27386561722460895,42036,49126,0.855677238122379,-0.9,8589,420411,2.04300077781029,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2007-12-23 05:30:00,2007-12-25 18:07:00
93,88,2015,11,Michigan,MI,RFC,East North Central,2.2,warm,severe weather,,,1710,,60000,14.68,10.55,6.92,10.72,2424980,2961865,2392081,7779271,31.1723296437417,38.0738118006173,30.7494236927856,4282858,532858,6041,4821758,88.82357845416547,11.05111455199535,0.12528625451546926,42226,49844,0.847163149024958,1.3,7532,422454,1.78291600979042,3.6,9922576,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2015-11-21 20:30:00,2015-11-23 01:00:00
94,89,2007,7,Michigan,MI,RFC,East North Central,-0.4,normal,severe weather,storm,,4320,,69000,10.46,8.76,6.66,8.76,3492883,3669540,2839318,10002112,34.9214545887908,36.6876515679888,28.3871846266069,4298455,518058,13227,4829741,88.99969998391218,10.726413693819193,0.27386561722460895,42036,49126,0.855677238122379,-0.9,8589,420411,2.04300077781029,3.8,10001284,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2007-07-05 19:00:00,2007-07-08 19:00:00
95,90,2009,10,Michigan,MI,RFC,East North Central,0.9,warm,severe weather,storm,,3915,,75000,12.32,9.01,6.81,9.32,2415296,3167098,2503599,8086396,29.8686336904599,39.1657544349794,30.9606281957995,4253786,520551,13065,4787403,88.8537271669003,10.873348243296,0.27290370165202305,37004,46680,0.792716366752356,-7.7,7769,366401,2.12035447501508,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2009-10-07 05:45:00,2009-10-09 23:00:00
96,91,2005,6,Michigan,MI,ECAR,East North Central,0.2,normal,severe weather,thunderstorm,,3120,55,105000,8.73,7.79,5.61,7.47,3332574,3782662,2919573,10034838,33.2100428527097,37.6952971238798,29.094371030205,4284083,509964,13390,4807438,89.11364015510964,10.607812310839995,0.27852673295006614,43081,48090,0.89584113121231,1.3,7957,433012,1.83759341542498,3.7,10051137,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2005-06-05 14:00:00,2005-06-07 18:00:00
97,92,2009,6,Michigan,MI,RFC,East North Central,0.4,normal,severe weather,wind/rain,,4590,,118000,12.42,9.65,7.45,9.89,2535829,3275140,2306472,8117814,31.2378307756251,40.3450978305243,28.4124765608081,4253786,520551,13065,4787403,88.8537271669003,10.873348243296,0.27290370165202305,37004,46680,0.792716366752356,-7.7,7769,366401,2.12035447501508,3.7,9901591,74.57,8.19,2034.1,1390.4,47.5,6.41,1.03,58.4599954505035,41.5400045494965,2.06898690985793,2009-06-25 15:30:00,2009-06-28 20:00:00
